transaction_id,customer_id,timestamp,amount,channel,merchant_category,bank,location,age_group,hour,day_of_week,month,is_weekend,is_peak_hour,tx_count_24h,amount_sum_24h,amount_mean_7d,amount_std_7d,tx_count_total,amount_mean_total,amount_std_total,channel_diversity,location_diversity,amount_vs_mean_ratio,online_channel_ratio,is_fraud,fraud_technique,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,amount_log,amount_rounded,velocity_score,merchant_risk_score,composite_risk
TXN_C5A378699233,CUST_0002AED1,2023-02-25 17:33:49,26076.76,POS,Restaurant,Wema,Other,30-39,17,5,2,True,False,1.0,26076.76,118851.48,92774.72,107,170389.86869158878,365915.9002705364,5,1,0.1530408301820416,0.7757009345794392,0,,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,10.168838122781317,0,0.1530408301820416,0.6084928306518973,0.1874451557613945
TXN_5C2C3099900B,CUST_0002AED1,2023-02-26 13:48:49,39336.32,Mobile,ATM_Withdrawal,Union,Other,30-39,13,6,2,True,False,2.0,65413.08,92346.42666666668,84517.06820789489,107,170389.86869158878,365915.9002705364,5,1,0.2308593195284402,0.7757009345794392,0,,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,10.57992896557573,0,0.7678002994209638,0.1322913750635077,0.0481487927037474
TXN_F4CCC66EA86C,CUST_0002AED1,2023-02-27 11:53:24,33935.47,Web,Restaurant,FCMB,Other,30-39,11,0,2,False,True,2.0,73271.79000000001,77743.6875,77440.75856648467,107,170389.86869158878,365915.9002705364,5,1,0.1991624918670022,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,10.432245526307804,0,0.8600436227908851,0.6084928306518973,0.190242811197161
TXN_52FBFF44E6BE,CUST_0002AED1,2023-02-27 13:06:58,229128.06,Web,Bill_Payment,FCMB,Other,30-39,13,0,2,False,False,3.0,302399.85,108020.562,92002.24664559586,107,170389.86869158878,365915.9002705364,5,1,1.3447202996231378,0.7757009345794392,0,,-0.2588190451025208,-0.9659258262890684,0.0,1.0,0.8660254037844386,0.5000000000000001,12.342040704570396,0,5.324226333055741,0.8296410924581809,0.2998823893922598
TXN_689264C4F304,CUST_0002AED1,2023-03-03 09:35:49,22518.7,Mobile,Medical,Fidelity,Other,30-39,9,4,3,False,False,1.0,22518.7,70199.062,79682.09059508325,107,170389.86869158878,365915.9002705364,5,1,0.1321590773784911,0.7757009345794392,0,,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,10.022145760672888,0,0.1321590773784911,0.1212742850733713,0.0406113759981231
TXN_B4241560764C,CUST_0002AED1,2023-03-03 16:17:19,234097.37,Mobile,Transport,FCMB,Other,30-39,16,4,3,False,True,2.0,256616.07,97515.44666666666,94983.96702052258,107,170389.86869158878,365915.9002705364,5,1,1.3738844798292646,0.7757009345794392,0,,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.363496690618367,0,3.012087114415512,0.4402304319088622,0.1793098381963676
TXN_214499A8ABA7,CUST_0002AED1,2023-03-03 16:21:23,21689.95,ECOM,Retail,Sterling,Other,30-39,16,4,3,False,True,3.0,278306.02,86683.23285714284,91853.82167830918,107,170389.86869158878,365915.9002705364,5,1,0.127295260400716,0.7757009345794392,0,,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,9.98465040184748,0,4.900016452825416,0.1808906992096461,0.0678861004805661
TXN_C58F00C918B0,CUST_0002AED1,2023-03-05 16:52:12,213462.93,IB,ATM_Withdrawal,UBA,Other,30-39,16,6,3,True,True,1.0,213462.93,125805.41333333332,100029.01142956287,107,170389.86869158878,365915.9002705364,5,1,1.2527838588954705,0.7757009345794392,0,,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.271223151241978,0,1.2527838588954705,0.1322913750635077,0.0797764960037073
TXN_E13870C5870A,CUST_0002AED1,2023-03-06 07:03:46,10430.18,Web,Grocery,Fidelity,Other,30-39,7,0,3,False,False,2.0,223893.11,109323.23714285716,101026.60774579392,107,170389.86869158878,365915.9002705364,5,1,0.0612132567906491,0.7757009345794392,0,,0.9659258262890684,-0.2588190451025206,0.0,1.0,1.0,6.123233995736766e-17,9.252554676782475,0,2.627994231372239,0.2149998647596221,0.0715923455943505
TXN_B72EA3125E8F,CUST_0002AED1,2023-03-09 11:25:30,129307.89,POS,Fuel,Fidelity,Other,30-39,11,3,3,False,True,1.0,129307.89,105251.17,92833.19562407388,107,170389.86869158878,365915.9002705364,5,1,0.7588897867176798,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,11.769959317230164,0,0.7588897867176798,0.2027184911985031,0.0851000205345167
TXN_16561C9FC9DC,CUST_0002AED1,2023-03-09 14:07:43,121864.76,Mobile,Airtime,Wema,Other,30-39,14,3,3,False,True,2.0,251172.65,107624.54,86143.23158492256,107,170389.86869158878,365915.9002705364,5,1,0.7152071054968203,0.7757009345794392,0,,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,11.710675390041402,0,2.9481937844290003,0.4903946021797059,0.1744709813876743
TXN_FCF686C736FA,CUST_0002AED1,2023-03-12 13:09:32,95328.3,Mobile,Education,FirstBank,Other,30-39,13,6,3,True,False,1.0,95328.3,114078.812,65214.06187220711,107,170389.86869158878,365915.9002705364,5,1,0.5594683607872575,0.7757009345794392,0,,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,11.465092492546576,0,0.5594683607872575,0.2312907258252427,0.087290205292765
TXN_269870CEFF56,CUST_0002AED1,2023-03-18 01:55:55,101224.05,IB,Restaurant,Wema,Other,30-39,1,5,3,True,False,1.0,101224.05,98276.175,2947.875,107,170389.86869158878,365915.9002705364,5,1,0.5940696868164793,0.7757009345794392,0,,0.2588190451025207,0.9659258262890684,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,11.525101534849362,0,0.5940696868164793,0.6084928306518973,0.2015580791736965
TXN_80B336F7A604,CUST_0002AED1,2023-03-21 15:40:07,28019.7,Mobile,Transport,Access,Other,30-39,15,1,3,False,True,1.0,28019.7,64621.875,36602.175,107,170389.86869158878,365915.9002705364,5,1,0.164443671278631,0.7757009345794392,0,,-0.7071067811865471,-0.7071067811865479,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,10.240698801734553,0,0.164443671278631,0.4402304319088622,0.1373313270535748
TXN_4126C35AC994,CUST_0002AED1,2023-03-22 04:13:02,6422.28,Mobile,Entertainment,Zenith,Other,30-39,4,2,3,False,False,2.0,34441.98,45222.01,40569.1467397356,107,170389.86869158878,365915.9002705364,5,1,0.0376914564102872,0.7757009345794392,0,,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,8.767684169644077,0,0.4042702553778365,0.877424404484337,0.2651666055483654
TXN_2239745E211B,CUST_0002AED1,2023-03-22 14:32:30,40091.24,Web,Fuel,Zenith,Other,30-39,14,2,3,False,True,3.0,74533.22,43939.3175,35204.08570807256,107,170389.86869158878,365915.9002705364,5,1,0.2352898386389826,0.7757009345794392,0,,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,10.598938078358506,0,1.3122748989837023,0.2027184911985031,0.0704987923166878
TXN_842947DD02F6,CUST_0002AED1,2023-03-31 17:03:19,12794.23,Mobile,ATM_Withdrawal,Union,Other,30-39,17,4,3,False,False,1.0,12794.23,12794.23,0.0,107,170389.86869158878,365915.9002705364,5,1,0.0750875331421535,0.7757009345794392,0,,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,9.456827724204112,0,0.0750875331421535,0.1322913750635077,0.0420902135796012
TXN_13F27FFCAD9A,CUST_0002AED1,2023-04-03 07:31:37,87517.12,Mobile,Fuel,GTBank,Other,30-39,7,0,4,False,False,1.0,87517.12,50155.675,37361.445,107,170389.86869158878,365915.9002705364,5,1,0.5136256459752424,0.7757009345794392,0,,0.9659258262890684,-0.2588190451025206,0.0,1.0,0.8660254037844388,-0.4999999999999998,11.379601136620703,0,0.5136256459752424,0.2027184911985031,0.0772515680307586
TXN_20624E0A6658,CUST_0002AED1,2023-04-03 08:02:54,57611.73,Web,Medical,GTBank,Other,30-39,8,0,4,False,False,2.0,145128.85,52641.026666666665,30707.31173742429,107,170389.86869158878,365915.9002705364,5,1,0.3381151257834039,0.7757009345794392,0,,0.8660254037844388,-0.4999999999999998,0.0,1.0,0.8660254037844388,-0.4999999999999998,10.96149882920999,0,1.7034815435172928,0.1212742850733713,0.0499327023825481
TXN_3621E2E28F08,CUST_0002AED1,2023-04-04 02:13:00,92804.84,Mobile,Education,GTBank,Other,30-39,2,1,4,False,False,3.0,237933.69,62681.98,31775.2494424678,107,170389.86869158878,365915.9002705364,5,1,0.5446585296068817,0.7757009345794392,0,,0.4999999999999999,0.8660254037844387,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,11.4382648478287,0,4.189197904096584,0.2312907258252427,0.0941053694439724
TXN_CFD23AE8FD4F,CUST_0002AED1,2023-04-04 16:55:43,324101.72,Web,Transfer,FCMB,Other,30-39,16,1,4,False,True,2.0,416906.56,114965.928,108361.33099760104,107,170389.86869158878,365915.9002705364,5,1,1.9021073282197487,0.7757009345794392,0,,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,12.688815781565882,0,4.8935317156532605,0.2945408938369499,0.1552125514289839
TXN_B4B586165C43,CUST_0002AED1,2023-04-08 23:05:46,56881.22,Mobile,Transfer,FCMB,Other,30-39,23,5,4,True,False,1.0,56881.22,123783.32599999996,101249.13349915476,107,170389.86869158878,365915.9002705364,5,1,0.3338278655234528,0.7757009345794392,0,,-0.2588190451025215,0.965925826289068,-0.9749279121818236,-0.2225209339563146,0.8660254037844388,-0.4999999999999998,10.948738093251356,0,0.3338278655234528,0.2945408938369499,0.0990447598478354
TXN_E21CFD05F457,CUST_0002AED1,2023-04-11 08:00:11,44125.35,Web,Entertainment,Zenith,Other,30-39,8,1,4,False,False,1.0,44125.35,141702.7633333333,129080.62751546835,107,170389.86869158878,365915.9002705364,5,1,0.2589654618163128,0.7757009345794392,0,,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,10.694812388668431,0,0.2589654618163128,0.877424404484337,0.2715142161234231
TXN_DAC06555C0CD,CUST_0002AED1,2023-04-14 11:48:42,76922.36,IB,Fuel,Union,Other,30-39,11,4,4,False,True,1.0,76922.36,59309.64333333333,13498.985051956892,107,170389.86869158878,365915.9002705364,5,1,0.4514464923541834,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844388,-0.4999999999999998,11.250564880495968,0,0.4514464923541834,0.2027184911985031,0.0752618351148848
TXN_37CAE33FDC3B,CUST_0002AED1,2023-04-16 11:00:05,176035.86,Mobile,Electronics,Wema,Other,30-39,11,6,4,True,True,1.0,176035.86,99027.85666666664,56074.86305095497,107,170389.86869158878,365915.9002705364,5,1,1.0331296586005954,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.8660254037844388,-0.4999999999999998,12.07844868391069,0,1.0331296586005954,0.3695883220072287,0.1439366456773876
TXN_ADF1706CEB89,CUST_0002AED1,2023-04-18 12:46:34,50529.79,ECOM,Airtime,Fidelity,Other,30-39,12,1,4,False,False,1.0,50529.79,101162.66999999998,54028.621263075605,107,170389.86869158878,365915.9002705364,5,1,0.2965522177802851,0.7757009345794392,0,,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,10.830338132440408,0,0.2965522177802851,0.4903946021797059,0.1566080516228808
TXN_F8DAA5C7E602,CUST_0002AED1,2023-04-19 13:55:41,43323.4,Mobile,Grocery,GTBank,Other,30-39,13,2,4,False,False,1.0,43323.4,86702.8525,53071.4415019186,107,170389.86869158878,365915.9002705364,5,1,0.254258930262374,0.7757009345794392,0,,-0.2588190451025208,-0.9659258262890684,0.9749279121818236,-0.2225209339563143,0.8660254037844388,-0.4999999999999998,10.67647126567083,0,0.254258930262374,0.2149998647596221,0.0726362451962825
TXN_6F3D5718A03E,CUST_0002AED1,2023-04-24 08:08:54,46664.13,IB,Electronics,Fidelity,Other,30-39,8,0,4,False,False,1.0,46664.13,46839.10666666667,2944.596954132923,107,170389.86869158878,365915.9002705364,5,1,0.2738652039180755,0.7757009345794392,0,,0.8660254037844388,-0.4999999999999998,0.0,1.0,0.8660254037844388,-0.4999999999999998,10.750752483809746,0,0.2738652039180755,0.3695883220072287,0.119640183127547
TXN_B13C7D339D25,CUST_0002AED1,2023-04-27 04:15:00,154882.04,Mobile,Transfer,FirstBank,Other,30-39,4,3,4,False,False,1.0,154882.04,100773.085,54108.95500000001,107,170389.86869158878,365915.9002705364,5,1,0.9089808696282892,0.7757009345794392,0,,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.8660254037844388,-0.4999999999999998,11.950425530416949,0,0.9089808696282892,0.2945408938369499,0.1174496559791902
TXN_59298BFB7125,CUST_0002AED1,2023-04-29 11:04:17,1494027.99,IB,Fuel,Fidelity,Other,30-39,11,5,4,True,True,1.0,1494027.99,565191.3866666666,658270.894480403,107,170389.86869158878,365915.9002705364,5,1,8.768239762332708,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.8660254037844388,-0.4999999999999998,14.216987048770442,0,8.768239762332708,0.2027184911985031,0.3413992197541975
TXN_AE08A1DADB75,CUST_0002AED1,2023-05-02 11:19:04,212194.64,Mobile,Retail,UBA,Other,30-39,11,1,5,False,True,1.0,212194.64,620368.2233333333,618213.6763550991,107,170389.86869158878,365915.9002705364,5,1,1.2453404435895974,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336,0.4999999999999999,-0.8660254037844387,12.265263958296837,0,1.2453404435895974,0.1808906992096461,0.0941181039577609
TXN_3D16DDA6BD73,CUST_0002AED1,2023-05-02 12:21:48,50632.27,Mobile,Transport,FCMB,Other,30-39,12,1,5,False,False,2.0,262826.91000000003,477934.235,589494.2199224567,107,170389.86869158878,365915.9002705364,5,1,0.2971536584606861,0.7757009345794392,0,,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,0.4999999999999999,-0.8660254037844387,10.832364149092063,0,3.084988204100567,0.4402304319088622,0.1471537157346803
TXN_06DF3D2E4AFA,CUST_0002AED1,2023-05-04 11:59:59,139377.49,ECOM,ATM_Withdrawal,Sterling,Other,30-39,11,3,5,False,True,1.0,139377.49,474058.0975,591652.6836774563,107,170389.86869158878,365915.9002705364,5,1,0.8179868502946382,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,11.84494846124176,0,0.8179868502946382,0.1322913750635077,0.0658629917284807
TXN_3A2D2886A52A,CUST_0002AED1,2023-05-06 17:21:41,42669.88,Mobile,Bill_Payment,Sterling,Other,30-39,17,5,5,True,False,1.0,42669.88,111218.57,69567.79811201696,107,170389.86869158878,365915.9002705364,5,1,0.2504235134644064,0.7757009345794392,0,,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,10.661271999358185,0,0.2504235134644064,0.8296410924581809,0.2569058801683152
TXN_557F9ADEC876,CUST_0002AED1,2023-05-07 15:32:20,311134.42,IB,ATM_Withdrawal,Sterling,Other,30-39,15,6,5,True,True,2.0,353804.3,151201.74,101323.03963225284,107,170389.86869158878,365915.9002705364,5,1,1.8260040716334405,0.7757009345794392,0,,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,12.647983530471064,0,4.152855170195694,0.1322913750635077,0.1027732450084469
TXN_EA518C3122A5,CUST_0002AED1,2023-05-07 17:29:01,381597.21,Web,Airtime,GTBank,Other,30-39,17,6,5,True,False,2.0,692731.63,189600.985,126205.42269034784,107,170389.86869158878,365915.9002705364,5,1,2.239540257821558,0.7757009345794392,0,,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,12.852123527769583,0,8.131088658909997,0.4903946021797059,0.2305667657063784
TXN_86F31816B3CC,CUST_0002AED1,2023-05-08 17:11:01,26526.71,Mobile,Fuel,Sterling,Other,30-39,17,0,5,False,False,2.0,408123.92,166304.65999999997,130033.5342220462,107,170389.86869158878,365915.9002705364,5,1,0.1556815233333537,0.7757009345794392,0,,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.4999999999999999,-0.8660254037844387,10.18594512602967,0,4.790443562309824,0.2027184911985031,0.0750668801841711
TXN_1DEE8F413F68,CUST_0002AED1,2023-05-17 03:59:18,8971.99,Mobile,Entertainment,Wema,Other,30-39,3,2,5,False,False,1.0,8971.99,8971.99,0.0,107,170389.86869158878,365915.9002705364,5,1,0.0526553451419952,0.7757009345794392,0,,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,9.101974232842965,0,0.0526553451419952,0.877424404484337,0.2649122923898449
TXN_44615013CAD4,CUST_0002AED1,2023-05-17 11:38:26,128558.6,Mobile,Fashion,UBA,Other,30-39,11,2,5,False,True,2.0,137530.59,68765.295,59793.30500000001,107,170389.86869158878,365915.9002705364,5,1,0.7544923092838614,0.7757009345794392,0,,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,11.764147889018876,0,1.6142953088517131,0.5424364342999423,0.1885942901862019
TXN_C7755E1BD079,CUST_0002AED1,2023-05-28 13:45:46,123326.8,POS,Medical,Wema,Other,30-39,13,6,5,True,False,1.0,123326.8,123326.8,0.0,107,170389.86869158878,365915.9002705364,5,1,0.7237876122530029,0.7757009345794392,0,,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,11.722601130080974,0,0.7237876122530029,0.1212742850733713,0.0595434891141075
TXN_7D3044362F68,CUST_0002AED1,2023-06-01 13:03:17,155194.87,Mobile,Fuel,Wema,Other,30-39,13,3,6,False,False,1.0,155194.87,139260.835,15934.034999999996,107,170389.86869158878,365915.9002705364,5,1,0.9108168248200326,0.7757009345794392,0,,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,11.952443275552438,0,0.9108168248200326,0.2027184911985031,0.0899616857537919
TXN_4D04E3781F48,CUST_0002AED1,2023-06-16 08:42:43,62176.62,IB,Medical,UBA,Other,30-39,8,4,6,False,False,1.0,62176.62,62176.62,0.0,107,170389.86869158878,365915.9002705364,5,1,0.3649058219929675,0.7757009345794392,0,,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,11.03775040690722,0,0.3649058219929675,0.1212742850733713,0.0480592718257863
TXN_918A514F68D2,CUST_0002AED1,2023-06-25 01:28:06,119410.84,Web,ATM_Withdrawal,Sterling,Other,30-39,1,6,6,True,False,1.0,119410.84,119410.84,0.0,107,170389.86869158878,365915.9002705364,5,1,0.7008053947781453,0.7757009345794392,0,,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,11.690333637503429,0,0.7008053947781453,0.1322913750635077,0.0621131851519529
TXN_F237196E43A5,CUST_0002AED1,2023-06-30 16:31:36,41274.45,Mobile,Transport,Union,Other,30-39,16,4,6,False,True,1.0,41274.45,80342.64499999999,39068.195,107,170389.86869158878,365915.9002705364,5,1,0.2422339314127663,0.7757009345794392,0,,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,10.62802317121224,0,0.2422339314127663,0.4402304319088622,0.1398206153778671
TXN_0CEF78FA9D70,CUST_0002AED1,2023-07-01 15:46:37,68705.85,Mobile,Bill_Payment,Fidelity,Other,30-39,15,5,7,True,True,2.0,109980.3,76463.71333333333,32367.29000273819,107,170389.86869158878,365915.9002705364,5,1,0.4032249528838256,0.7757009345794392,0,,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,11.137604182119023,0,1.290917768593184,0.8296410924581809,0.2635709118611554
TXN_BC520310B657,CUST_0002AED1,2023-07-18 15:59:39,57361.18,Mobile,Electronics,UBA,Other,30-39,15,1,7,False,True,1.0,57361.18,57361.18,0.0,107,170389.86869158878,365915.9002705364,5,1,0.336644683136307,0.7757009345794392,0,,-0.7071067811865471,-0.7071067811865479,0.7818314824680297,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,10.957140480130109,0,0.336644683136307,0.3695883220072287,0.1216491264625304
TXN_EC1BBF924790,CUST_0002AED1,2023-07-20 03:05:26,11401.4,Mobile,Fashion,Wema,Other,30-39,3,3,7,False,False,1.0,11401.4,34381.29,22979.89,107,170389.86869158878,365915.9002705364,5,1,0.0669132101241691,0.7757009345794392,0,,0.7071067811865475,0.7071067811865476,0.4338837391175582,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,9.34157913854082,0,0.0669132101241691,0.5424364342999423,0.164872153013956
TXN_F65D3F5DBFBE,CUST_0002AED1,2023-07-22 12:01:14,36952.84,Mobile,ATM_Withdrawal,UBA,Other,30-39,12,5,7,True,False,1.0,36952.84,35238.473333333335,18802.12105433734,107,170389.86869158878,365915.9002705364,5,1,0.2168710112446545,0.7757009345794392,0,,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,10.51742484519852,0,0.2168710112446545,0.1322913750635077,0.0466272848788812
TXN_DD574EEEF13C,CUST_0002AED1,2023-07-22 14:52:17,296481.18,Web,Fashion,Sterling,Other,30-39,14,5,7,True,True,2.0,333434.02,100549.15,114287.32771869372,107,170389.86869158878,365915.9002705364,5,1,1.7400062707388235,0.7757009345794392,0,,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,12.59974239443333,0,3.9137545639669566,0.5424364342999423,0.2227586275400813
